name,description,price,duration,create_date,last_update_date,count,successor_id,state_id
Horace Mann Educators Corporation,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",20720.91,625,2022-01-25T00:52:43Z,2022-04-04 07:26:15 UTC,150,,1
SpartanNash Company,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,15836.8,649,2021-12-20T02:06:10Z,2022-02-20 14:08:18 UTC,59,,1
Kentucky First Federal Bancorp,Duis bibendum.,25891.04,91,2021-04-15T01:53:55Z,2021-06-25 05:24:30 UTC,217,,2
BHP Billiton plc,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",18881.97,18,2022-01-04T22:40:35Z,2022-03-17 12:02:22 UTC,47,,1
Biohaven Pharmaceutical Holding Company Ltd.,Phasellus sit amet erat.,17123.22,441,2021-08-13T03:44:18Z,2021-11-15 02:05:00 UTC,291,,2
FlexShares Real Assets Allocation Index Fund,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",12897.44,372,2021-06-01T20:23:21Z,2021-06-22 11:54:35 UTC,278,,1
PowerShares DWA NASDAQ Momentum Portfolio,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,10871.1,719,2021-12-04T08:32:54Z,2021-12-26 05:59:48 UTC,246,,1
"Amber Road, Inc.",Sed vel enim sit amet nunc viverra dapibus.,8473.44,67,2021-05-26T09:20:40Z,2021-07-08 02:56:08 UTC,248,,2
DTE Energy Company,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,26508.28,200,2022-01-24T19:07:36Z,2022-03-25 01:27:46 UTC,278,,1
WebMD Health Corp,Praesent lectus.,22250.44,558,2021-05-02T21:10:13Z,2021-06-02 12:20:32 UTC,159,,2
"China Green Agriculture, Inc.",Vestibulum ac est lacinia nisi venenatis tristique.,1738.82,121,2021-03-20T11:32:27Z,2021-03-23 20:26:29 UTC,139,,1
ROBO Global Robotics and Automation Index ETF,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",3580.86,813,2021-12-05T14:49:00Z,2022-01-23 07:34:57 UTC,111,,1
"Computer Task Group, Incorporated",Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,7590.9,388,2021-10-26T22:49:42Z,2021-12-16 07:40:02 UTC,164,,2
"Gray Television, Inc.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",15749.14,353,2021-07-11T11:02:52Z,2021-10-19 11:26:30 UTC,233,,1
Mosaic Company (The),"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",24099.44,646,2021-10-23T21:23:17Z,2021-11-05 02:41:40 UTC,175,,1
Cherry Hill Mortgage Investment Corporation,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",825.55,818,2021-04-19T16:45:18Z,2021-05-16 16:14:27 UTC,169,,2
Tutor Perini Corporation,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",8185.63,274,2022-01-17T05:11:13Z,2022-01-22 07:25:07 UTC,2,,1
Moog Inc.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",9089.83,795,2022-01-21T22:46:31Z,2022-03-07 12:20:20 UTC,50,,2
"Kelly Services, Inc.",Sed vel enim sit amet nunc viverra dapibus.,7589.09,84,2021-08-10T10:43:49Z,2021-08-28 00:23:42 UTC,150,,2
OUTFRONT Media Inc.,Maecenas rhoncus aliquam lacus.,17584.05,836,2021-10-25T04:33:54Z,2021-11-25 23:38:48 UTC,198,,2
S&P Global Inc.,Donec quis orci eget orci vehicula condimentum.,2229.91,374,2021-03-16T03:19:29Z,2021-04-26 15:59:07 UTC,58,,2
CBRE Clarion Global Real Estate Income Fund,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,3669.49,500,2021-06-03T03:28:36Z,2021-08-01 12:40:16 UTC,276,,2
MSG Networks Inc.,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,11452.35,628,2021-07-27T14:39:57Z,2021-08-05 19:35:33 UTC,178,,2
"B&G Foods, Inc.","Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",29038.5,844,2021-12-26T18:58:31Z,2022-01-10 06:46:22 UTC,136,,2
"Ares Dynamic Credit Allocation Fund, Inc.","Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",20965.05,52,2022-02-11T09:27:38Z,2022-05-16 05:03:17 UTC,195,,2
"United Community Banks, Inc.",Nam dui.,17737.7,65,2022-02-06T14:32:25Z,2022-02-24 19:12:20 UTC,198,,2
CNX Coal Resources LP,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,11109.75,40,2021-10-28T02:33:15Z,2021-12-30 19:44:04 UTC,81,,1
Scotts Miracle-Gro Company (The),Sed ante. Vivamus tortor. Duis mattis egestas metus.,18561.15,173,2021-12-01T14:34:20Z,2022-01-14 18:23:23 UTC,174,,1
Nustar Energy L.P.,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",8006.53,639,2021-10-15T08:51:36Z,2021-12-23 00:13:32 UTC,148,,1
Black Box Corporation,Quisque porta volutpat erat.,1602.13,245,2021-10-09T06:02:45Z,2021-12-02 05:54:48 UTC,2,,1
"TerraForm Global, Inc.","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",19564.95,592,2021-10-09T11:37:43Z,2022-01-14 02:27:36 UTC,50,,2
"Coach, Inc.",Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,14137.94,928,2021-05-18T13:33:10Z,2021-06-05 12:49:17 UTC,113,,1
Cabela's Inc,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,18319.41,326,2021-06-17T04:56:21Z,2021-06-22 07:11:11 UTC,237,,1
Harmony Merger Corp.,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",22026.39,825,2022-01-04T07:51:57Z,2022-04-04 11:26:49 UTC,71,,1
Green Dot Corporation,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",12177.47,629,2021-03-25T04:09:19Z,2021-06-06 06:41:08 UTC,287,,1
Vanguard Total International Stock ETF,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",10915.75,353,2021-11-25T04:54:54Z,2021-11-29 16:32:44 UTC,272,,1
Qwest Corporation,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,7287.07,555,2021-06-26T19:18:06Z,2021-08-02 16:28:42 UTC,204,,1
Archer-Daniels-Midland Company,Maecenas ut massa quis augue luctus tincidunt.,2494.76,321,2021-07-07T05:41:04Z,2021-08-25 23:53:07 UTC,256,,2
XL Group Ltd.,Ut at dolor quis odio consequat varius.,19898.31,824,2021-11-30T00:43:26Z,2022-01-26 02:23:20 UTC,33,,2
"eHealth, Inc.","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",3297.02,184,2021-10-10T14:50:32Z,2021-10-29 03:59:55 UTC,24,,1
"Dorchester Minerals, L.P.","Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",24397.97,815,2022-01-11T03:45:38Z,2022-02-08 21:07:34 UTC,70,,1
TICC Capital Corp.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",6492.47,588,2021-06-16T20:38:42Z,2021-07-11 12:29:37 UTC,85,,2
Eros International PLC,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",5067.08,124,2021-12-24T17:13:03Z,2022-04-03 09:05:52 UTC,122,,2
"Honda Motor Company, Ltd.","Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",20491.53,369,2021-07-27T11:30:12Z,2021-08-20 18:55:43 UTC,277,,1
Toro Company (The),Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,869.32,104,2021-11-13T19:25:09Z,2021-12-18 17:47:23 UTC,105,,1
"Hertz Global Holdings, Inc",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,239.88,96,2021-07-03T06:26:28Z,2021-07-24 15:24:48 UTC,36,,1
Lyon William Homes,Duis mattis egestas metus.,27450.8,544,2021-12-15T23:25:34Z,2022-02-26 12:09:21 UTC,40,,1
Deutsche Bank AG,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,10896.01,48,2022-01-26T17:17:41Z,2022-03-20 23:20:33 UTC,267,,1
"FCB Financial Holdings, Inc.","Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",22404.67,662,2021-11-12T00:12:44Z,2022-02-05 01:52:36 UTC,127,,2
"American Software, Inc.","Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",26549.55,774,2021-06-28T21:31:15Z,2021-08-25 17:36:49 UTC,230,,1
"Town Sports International Holdings, Inc.","Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",7715.28,258,2021-06-07T14:23:06Z,2021-08-30 04:21:03 UTC,282,,2
VictoryShares Emerging Market Volatility Wtd ETF,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,9859.94,499,2021-08-30T11:39:58Z,2021-11-11 07:27:46 UTC,160,,1
"FTI Consulting, Inc.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",13328.25,114,2021-07-27T08:25:46Z,2021-10-10 15:06:47 UTC,123,,1
"USA Compression Partners, LP",Etiam faucibus cursus urna. Ut tellus.,11091.67,86,2021-10-13T06:00:05Z,2021-12-13 10:47:02 UTC,47,,1
"Brookline Bancorp, Inc.",Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3072.86,154,2021-05-07T09:55:38Z,2021-05-11 17:03:15 UTC,200,,2
TCP Capital Corp.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2361.2,278,2021-05-03T01:49:20Z,2021-05-05 00:53:52 UTC,119,,2
CBS Corporation,In congue. Etiam justo. Etiam pretium iaculis justo.,2603.5,694,2021-12-06T23:53:07Z,2021-12-21 07:02:44 UTC,161,,2
Deluxe Corporation,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1027.21,387,2021-12-20T08:37:49Z,2022-02-13 22:33:49 UTC,41,,1
USG Corporation,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,26951.64,97,2021-10-09T21:39:16Z,2022-01-16 15:25:05 UTC,54,,1
Everi Holdings Inc.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5903.08,352,2021-06-17T09:58:35Z,2021-08-04 21:28:53 UTC,116,,2
"Discovery Communications, Inc.",Vestibulum rutrum rutrum neque.,27787.8,780,2021-03-22T19:55:46Z,2021-05-16 04:40:05 UTC,136,,2
"OpGen, Inc.",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,11755.32,531,2021-09-28T14:19:26Z,2022-01-05 10:22:15 UTC,22,,1
Hilton Worldwide Holdings Inc.,Duis mattis egestas metus.,13095.67,664,2021-08-21T02:17:34Z,2021-09-21 01:58:44 UTC,156,,1
ASML Holding N.V.,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",17503.56,81,2021-09-30T02:49:41Z,2021-12-03 14:01:14 UTC,291,,1
"Sunshine Bancorp, Inc.",Nullam varius. Nulla facilisi.,22266.18,742,2021-06-29T07:02:14Z,2021-09-09 08:14:47 UTC,244,,1
BlackRock Energy and Resources Trust,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",1075.4,469,2022-01-07T16:12:45Z,2022-03-09 14:12:57 UTC,107,,2
Bank of America Corporation,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",16682.82,7,2021-12-27T15:22:27Z,2022-01-29 07:43:00 UTC,284,,1
Digirad Corporation,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",17818.75,230,2022-01-21T15:27:01Z,2022-02-10 13:17:17 UTC,93,,2
"Eagle Bancorp, Inc.","Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",13508.73,993,2021-03-08T21:39:20Z,2021-05-30 09:09:58 UTC,202,,1
"Natural Gas Services Group, Inc.",Suspendisse potenti. In eleifend quam a odio.,11332.22,671,2021-11-28T16:20:47Z,2021-12-04 09:17:46 UTC,294,,1
Quidel Corporation,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,28758.01,834,2021-05-31T22:05:49Z,2021-08-02 05:34:30 UTC,72,,1
"Grifols, S.A.",Quisque ut erat. Curabitur gravida nisi at nibh.,4348.53,474,2021-07-18T20:28:52Z,2021-08-05 22:56:12 UTC,273,,2
PowerShares KBW High Dividend Yield Financial Portfolio,Curabitur gravida nisi at nibh.,8827.41,52,2021-08-06T20:30:38Z,2021-10-31 11:52:46 UTC,9,,2
"Blackrock Corporate High Yield Fund, Inc.",Duis ac nibh.,27775.89,993,2021-05-10T22:52:12Z,2021-05-21 10:29:47 UTC,18,,1
"Expeditors International of Washington, Inc.","Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",13078.76,569,2021-05-07T16:03:57Z,2021-07-18 06:24:34 UTC,205,,1
FNB Bancorp,Vivamus tortor. Duis mattis egestas metus.,29480.33,193,2021-09-30T05:25:59Z,2021-11-04 16:31:49 UTC,259,,1
Columbia Sportswear Company,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",25370.55,656,2021-07-20T05:22:38Z,2021-09-21 10:00:50 UTC,178,,2
"Opko Health, Inc.","Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",20406.81,209,2021-11-08T23:42:05Z,2022-02-13 07:23:43 UTC,260,,2
Ritchie Bros. Auctioneers Incorporated,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",16215.63,728,2021-05-17T10:35:34Z,2021-07-04 04:08:26 UTC,278,,1
"First US Bancshares, Inc.",Nulla mollis molestie lorem.,15557.05,563,2021-05-11T09:41:59Z,2021-08-19 05:39:41 UTC,250,,2
"PulteGroup, Inc.",Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,21313.69,918,2021-09-10T08:20:35Z,2021-09-25 17:12:20 UTC,296,,2
American Tower Corporation (REIT),Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,14879.3,696,2021-05-10T06:00:36Z,2021-06-25 04:01:18 UTC,80,,1
Vanguard Global ex-U.S. Real Estate ETF,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",20208.68,211,2021-06-05T05:33:32Z,2021-06-17 06:54:45 UTC,191,,1
Norwegian Cruise Line Holdings Ltd.,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,25272.51,753,2021-03-29T09:23:46Z,2021-06-21 04:06:05 UTC,108,,1
"Myers Industries, Inc.",In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,16018.99,537,2021-11-23T20:42:39Z,2022-01-08 11:41:49 UTC,217,,2
Star Bulk Carriers Corp.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,11849.82,143,2022-02-07T03:03:03Z,2022-04-07 11:55:04 UTC,15,,1
First Trust Mid Cap Value AlphaDEX Fund,Ut at dolor quis odio consequat varius.,20750.09,915,2021-08-07T21:47:46Z,2021-08-27 08:04:28 UTC,99,,2
"American Electric Power Company, Inc.","Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",9010.22,663,2021-06-30T14:34:12Z,2021-07-29 16:36:28 UTC,22,,1
Naked Brand Group Inc.,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,17685.27,911,2021-10-22T11:01:47Z,2021-12-09 18:21:24 UTC,191,,1
Saban Capital Acquisition Corp.,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,17208.24,624,2021-03-04T00:55:23Z,2021-06-09 14:42:40 UTC,47,,1
Forum Merger Corporation,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",11227.71,997,2021-03-04T00:58:12Z,2021-04-12 23:38:02 UTC,36,,1
"SenesTech, Inc.","Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",11548.26,655,2021-07-19T01:16:03Z,2021-08-09 19:57:38 UTC,128,,1
"Parke Bancorp, Inc.",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,22159.08,307,2021-09-20T16:34:55Z,2021-12-23 09:42:16 UTC,181,,1
